DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
221811501,5/26/2022 0:00,5/26/2022 0:00,1430,18,Southeast,1823,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0216 0913,72,M,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,200 E  CENTURY                      BL,,33.9456,-118.2717
222018746,12/14/2022 0:00,12/11/2022 0:00,1300,20,Olympic,2019,1,310,BURGLARY,0344 1607 1822,50,F,O,221,PUBLIC STORAGE,,,IC,Invest Cont,310,,,,3600    BEVERLY                      BL,,34.0753,-118.287
221409921,4/23/2022 0:00,4/23/2022 0:00,100,14,Pacific,1488,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,22,X,B,219,CLEANER/LAUNDROMAT,,,IC,Invest Cont,745,,,,5800 W  MANCHESTER                   AV,,33.9598,-118.3826
221513654,8/16/2022 0:00,8/15/2022 0:00,2200,15,N Hollywood,1503,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 1302,58,F,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,6800    LAUREL CANYON                BL,,34.2003,-118.4002
221710761,6/29/2022 0:00,6/29/2022 0:00,910,17,Devonshire,1781,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0419 0448 0913 0444 2000 1402 1814,48,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,998,,,21000    GRESHAM                      ST,,34.2306,-118.5907
221915304,10/4/2022 0:00,6/15/2022 0:00,1300,19,Mission,1984,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 1822,53,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,8600    CEDROS                       AV,,34.2265,-118.4565
222017919,12/3/2022 0:00,12/3/2022 0:00,55,20,Olympic,2014,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1206 0429 1822,40,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,BEVERLY                      BL,NORMANDIE                    AV,34.0763,-118.3012
222112769,8/9/2022 0:00,8/1/2022 0:00,2215,21,Topanga,2175,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0377 0344,36,M,A,101,STREET,,,IC,Invest Cont,420,,,,SALE                         AV,DEL VALLE                    ST,34.1666,-118.6184
220904630,1/18/2022 0:00,1/17/2022 0:00,1600,9,Van Nuys,909,1,310,BURGLARY,0344 1822 1609,29,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,7300    HAZELTINE                    AV,,34.2034,-118.44
221113264,8/29/2022 0:00,8/27/2022 0:00,1500,11,Northeast,1141,1,310,BURGLARY,0344 1606,35,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1800 N  BERENDO                      ST,,34.1036,-118.2946
220111331,4/29/2022 0:00,3/10/2022 0:00,1335,1,Central,118,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,25,F,B,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,1100 N  MAIN                         ST,,34.0633,-118.2336
222108944,5/9/2022 0:00,5/5/2022 0:00,1645,21,Topanga,2137,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,21000    SHERMAN                      WY,,34.2011,-118.5911
220408593,5/13/2022 0:00,5/7/2022 0:00,2300,4,Hollenbeck,456,2,624,BATTERY - SIMPLE ASSAULT,0400 0444 0446,30,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2700    FAIRMOUNT                    ST,,34.0506,-118.2006
220312778,6/25/2022 0:00,6/25/2022 0:00,215,3,Southwest,375,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2004 0416 0446 0913 1206 1218 1814 2000,53,M,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,,,,38TH                         ST,WESTERN                      AV,34.0174,-118.3089
220120306,9/12/2022 0:00,9/12/2022 0:00,210,1,Central,119,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1609 1822 0329,39,F,I,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,500    RAMIREZ                      ST,,34.055,-118.2321
222015868,9/15/2022 0:00,9/11/2022 0:00,930,20,Olympic,2038,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0446 0416 0421,50,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,,,600    SHATTO                       PL,,34.0605,-118.2903
221501169,11/23/2022 0:00,11/23/2022 0:00,1820,15,N Hollywood,1517,1,761,BRANDISH WEAPON,0334 1402 2004,31,M,O,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,998,,,KLUMP                        ST,VANOWEN                      ST,34.194,-118.3757
220611193,6/2/2022 0:00,6/1/2022 0:00,2142,6,Hollywood,632,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,27,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,440,,,,1500 N  LAUREL                       AV,,34.098,-118.3643
221305698,2/3/2022 0:00,2/3/2022 0:00,1530,13,Newton,1381,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1309 0344 1310 0432 0919,30,M,H,101,STREET,,,IC,Invest Cont,331,,,,SLAUSON,BROADWAY,33.9892,-118.2783
222001152,12/11/2022 0:00,12/11/2022 0:00,1930,20,Olympic,2022,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0337 0421 1822 2004 1402 1407,55,M,H,102,SIDEWALK,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AA,Adult Arrest,230,761,998,,WESTERN                      AV,5TH                          ST,34.0653,-118.3091
222009672,5/4/2022 0:00,5/4/2022 0:00,145,20,Olympic,2041,1,330,BURGLARY FROM VEHICLE,1822 0358 1607 0344 0385,33,F,H,116,OTHER/OUTSIDE,,,IC,Invest Cont,330,,,,900 S  NORTON                       AV,,34.0555,-118.3199
220206411,2/26/2022 0:00,2/25/2022 0:00,1,2,Rampart,231,1,330,BURGLARY FROM VEHICLE,1300 0344 1822,57,F,O,101,STREET,,,IC,Invest Cont,330,,,,100 S  DILLON                       ST,,34.0707,-118.2841
222107509,3/31/2022 0:00,3/20/2022 0:00,550,21,Topanga,2144,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1202 0344,60,M,B,108,PARKING LOT,,,IC,Invest Cont,341,,,,6400    FALLBROOK                    AV,,34.1865,-118.6234
221516466,10/22/2022 0:00,10/19/2022 0:00,2125,15,N Hollywood,1544,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,28,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,331,,,,4900    LAUREL CANYON                BL,,34.1613,-118.4008
220413951,10/5/2022 0:00,10/4/2022 0:00,1630,4,Hollenbeck,401,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,44,F,W,101,STREET,,,IC,Invest Cont,331,,,,3600    GRIFFIN                      AV,,34.0898,-118.2075
221706385,2/3/2022 0:00,2/3/2022 0:00,920,17,Devonshire,1727,2,354,THEFT OF IDENTITY,930,36,M,O,751,WEBSITE,,,IC,Invest Cont,354,,,,18800    CHATSWORTH                   ST,,34.2645,-118.5433
220400972,8/2/2022 0:00,8/2/2022 0:00,1350,4,Hollenbeck,427,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0416,70,F,H,501,SINGLE FAMILY DWELLING,308,STICK,AO,Adult Other,624,998,,,3100    KENNETH                      DR,,34.0812,-118.1866
222110386,6/10/2022 0:00,6/9/2022 0:00,1905,21,Topanga,2156,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,50,M,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,343,,,,6600    TOPANGA CANYON               BL,,34.1904,-118.6059
222019295,12/16/2022 0:00,12/15/2022 0:00,1800,20,Olympic,2073,1,320,"BURGLARY, ATTEMPTED",1822 1602,0,X,X,413,FURNITURE STORE,,,IC,Invest Cont,320,,,,2900 W  PICO                         BL,,34.0472,-118.308
220123346,10/27/2022 0:00,10/27/2022 0:00,1800,1,Central,148,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1602 1822 1218 0344 2034,58,F,W,102,SIDEWALK,,,IC,Invest Cont,440,,,,5TH,SAN PEDRO,34.0435,-118.2427
221223987,11/22/2022 0:00,11/21/2022 0:00,1830,12,77th Street,1205,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4900 S  NORMANDIE                    AV,,33.9988,-118.3002
221414869,8/9/2022 0:00,7/19/2022 0:00,700,14,Pacific,1432,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,29,F,O,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,1500    LINCOLN                      BL,,33.9934,-118.46
221223449,11/14/2022 0:00,11/14/2022 0:00,1100,12,77th Street,1263,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 W  84TH                         PL,,33.9618,-118.3068
221316674,8/28/2022 0:00,8/27/2022 0:00,400,13,Newton,1327,1,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,1600 E  22ND                         ST,,34.0175,-118.2455
221011966,7/24/2022 0:00,7/24/2022 0:00,500,10,West Valley,1077,1,310,BURGLARY,0344 1822 0352 1609,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,310,,,,16900    VENTURA                      BL,,34.1593,-118.5011
220212643,6/30/2022 0:00,6/29/2022 0:00,2300,2,Rampart,204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    MALTMAN                      AV,,34.0818,-118.2822
221512230,7/13/2022 0:00,7/13/2022 0:00,1002,15,N Hollywood,1596,1,310,BURGLARY,0344 1402,30,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,3300    WRIGHTWOOD                   DR,,34.1339,-118.3744
220711959,7/22/2022 0:00,7/22/2022 0:00,153,7,Wilshire,713,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,505,MOTEL,,,IC,Invest Cont,740,,,,7500    BEVERLY                      BL,,34.0782,-118.3573
220608720,4/8/2022 0:00,4/7/2022 0:00,1800,6,Hollywood,666,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,31,F,O,101,STREET,,,IC,Invest Cont,740,,,,DE LONGPRE,EL CENTRO,34.0962,-118.3237
220710151,6/7/2022 0:00,6/7/2022 0:00,1100,7,Wilshire,765,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,,57,M,W,726,POLICE FACILITY,,,AO,Adult Other,845,,,,4800    VENICE                       BL,,34.0467,-118.3407
221014681,9/30/2022 0:00,9/30/2022 0:00,220,10,West Valley,1023,2,647,THROWING OBJECT AT MOVING VEHICLE,1822 0447 1310 1414,46,F,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647,,,,SHERMAN                      WY,CORBIN                       AV,34.1944,-118.5486
221917686,12/5/2022 0:00,12/4/2022 0:00,2315,19,Mission,1962,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,23,M,F,101,STREET,,,IC,Invest Cont,331,,,,9500    COLUMBUS                     AV,,34.2428,-118.4653
220115005,6/26/2022 0:00,6/25/2022 0:00,1900,1,Central,176,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,200 E  7TH                          ST,,34.0432,-118.2504
221822194,12/14/2022 0:00,12/14/2022 0:00,130,18,Southeast,1826,2,946,OTHER MISCELLANEOUS CRIME,1822 1300 0329,24,F,B,101,STREET,,,IC,Invest Cont,946,,,,CENTURY                      BL,COMPTON                      AV,33.9457,-118.2462
220907823,4/11/2022 0:00,4/10/2022 0:00,2300,9,Van Nuys,929,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    WOODMAN                      AV,,34.1887,-118.4313
220515023,10/19/2022 0:00,10/19/2022 0:00,200,5,Harbor,532,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 0401 1814 2000,40,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1100 N  WILMINGTON                   BL,,33.7843,-118.2746
220516577,12/3/2022 0:00,12/2/2022 0:00,1630,5,Harbor,551,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 S  ELLERY                       DR,,33.7437,-118.3108
221409981,4/27/2022 0:00,4/23/2022 0:00,100,14,Pacific,1412,1,480,BIKE - STOLEN,344,41,M,O,102,SIDEWALK,,,IC,Invest Cont,480,,,,OCEAN FRONT                  WK,NAVY                         ST,33.9958,-118.4816
220308678,4/6/2022 0:00,4/5/2022 0:00,1420,3,Southwest,374,2,354,THEFT OF IDENTITY,1822 0100,56,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,4000    6TH                          AV,,34.0118,-118.3241
221908213,4/13/2022 0:00,4/13/2022 0:00,1533,19,Mission,1995,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,2038,47,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,902,,,,14500    BLYTHE                       ST,,34.2152,-118.4488
221608647,5/22/2022 0:00,5/18/2022 0:00,1800,16,Foothill,1641,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10200    OMELVENY                     AV,,34.2553,-118.4241
222113559,8/27/2022 0:00,8/27/2022 0:00,300,21,Topanga,2128,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0448,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,20300    KESWICK                      ST,,34.2096,-118.5754
221309296,4/7/2022 0:00,4/7/2022 0:00,1445,13,Newton,1333,2,901,VIOLATION OF RESTRAINING ORDER,2038,44,F,B,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,901,,,,900 E  32ND                         ST,,34.0153,-118.2604
222009986,5/16/2022 0:00,5/13/2022 0:00,1500,20,Olympic,2022,1,510,VEHICLE - STOLEN,,0,,,707,GARAGE/CARPORT,,,IC,Invest Cont,510,,,,500 S  MANHATTAN                    PL,,34.0653,-118.3104
221704244,1/2/2022 0:00,1/2/2022 0:00,1823,17,Devonshire,1761,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1310 1822 1309 1501,23,M,H,101,STREET,307,VEHICLE,IC,Invest Cont,230,,,,OWENSMOUTH,LASSEN,34.25,-118.6017
220514022,9/22/2022 0:00,9/22/2022 0:00,1150,5,Harbor,518,2,901,VIOLATION OF RESTRAINING ORDER,2038 0554 0918,36,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,901,,,,24800    BAYPOINT                     AV,,33.8003,-118.26
221818946,10/11/2022 0:00,10/11/2022 0:00,1700,18,Southeast,1806,2,624,BATTERY - SIMPLE ASSAULT,0603 0361 0913 0416 0342 1300,31,F,B,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,9200    AVALON                       BL,,33.9529,-118.2652
220913153,8/28/2022 0:00,8/27/2022 0:00,600,9,Van Nuys,933,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1822,31,F,H,108,PARKING LOT,,,IC,Invest Cont,440,,,,VICTORY,VAN NUYS,34.1867,-118.4487
222010226,5/22/2022 0:00,5/21/2022 0:00,100,20,Olympic,2049,1,210,ROBBERY,1822 0400 0344,44,M,A,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,8TH                          ST,HOOVER,34.0577,-118.2842
221614609,11/26/2022 0:00,11/26/2022 0:00,2202,16,Foothill,1685,1,310,BURGLARY,0344 1822,33,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,310,,,,11600    TUXFORD                      ST,,34.2249,-118.3845
220213205,7/13/2022 0:00,7/11/2022 0:00,1500,2,Rampart,205,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 N  RAMPART                      BL,,34.0771,-118.2718
221915409,10/6/2022 0:00,10/2/2022 0:00,800,19,Mission,1966,2,354,THEFT OF IDENTITY,0929 0935,55,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,9200    WAKEFIELD                    AV,,34.2376,-118.4481
221013800,9/9/2022 0:00,9/9/2022 0:00,1200,10,West Valley,1017,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0913 1814 0400,49,F,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,7300    PASO ROBLES                  AV,,34.203,-118.5024
220708494,4/27/2022 0:00,4/26/2022 0:00,1445,7,Wilshire,734,2,888,TRESPASSING,2004,0,M,W,203,OTHER BUSINESS,,,AA,Adult Arrest,888,,,,6300 W  3RD                          ST,,34.0713,-118.3595
220210498,5/17/2022 0:00,5/7/2022 0:00,1700,2,Rampart,212,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 1501,73,F,B,501,SINGLE FAMILY DWELLING,223,UNKNOWN TYPE CUTTING INSTRUMENT,IC,Invest Cont,341,,,,3700    OAKWOOD                      AV,,34.0777,-118.288
220613616,7/24/2022 0:00,7/23/2022 0:00,800,6,Hollywood,663,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,998,,,6800    ROMAINE                      ST,,34.0889,-118.3386
221111652,7/18/2022 0:00,7/17/2022 0:00,5,11,Northeast,1163,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0444 0429,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,4800    LEXINGTON                    AV,,34.0934,-118.2939
221915189,10/2/2022 0:00,10/1/2022 0:00,2200,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,VAN NUYS                     BL,TUPPER                       ST,34.2434,-118.4611
221214659,6/15/2022 0:00,6/2/2022 0:00,32,12,77th Street,1251,2,354,THEFT OF IDENTITY,935,33,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3500 W  FLORENCE                     AV,,33.9745,-118.333
221312293,6/3/2022 0:00,6/3/2022 0:00,835,13,Newton,1372,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 2004 1307 0913,20,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,100 E  56TH                         ST,,33.9915,-118.2739
220315222,8/17/2022 0:00,8/17/2022 0:00,5,3,Southwest,334,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0444 0416 0344 1309 0913 2002 0446,51,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,4200 W  28TH                         ST,,34.0313,-118.3316
220311066,5/22/2022 0:00,5/20/2022 0:00,2245,3,Southwest,357,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1906 1912,40,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,1200 W  JEFFERSON                    BL,,34.0255,-118.2915
220807812,4/4/2022 0:00,4/3/2022 0:00,1945,8,West LA,817,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216 2004 1822,0,M,O,203,OTHER BUSINESS,,,AA,Adult Arrest,442,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
221614662,11/28/2022 0:00,11/25/2022 0:00,2200,16,Foothill,1613,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,34,F,H,101,STREET,,,IC,Invest Cont,331,,,,11400    BROMONT                      AV,,34.2773,-118.401
220124966,11/18/2022 0:00,11/15/2022 0:00,2100,1,Central,161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1822 0329,42,M,K,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,800    FRANCISCO                    ST,,34.0473,-118.2641
221400002,11/12/2022 0:00,11/12/2022 0:00,1100,14,Pacific,1402,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,2600 S  BARRINGTON                   AV,,34.0275,-118.4425
220214199,8/1/2022 0:00,8/1/2022 0:00,1230,2,Rampart,237,1,320,"BURGLARY, ATTEMPTED",1822 1602 0329 1202,69,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,320,,,,1400 W  2ND                          ST,,34.0608,-118.2608
221518071,12/2/2022 0:00,11/30/2022 0:00,1,15,N Hollywood,1548,1,330,BURGLARY FROM VEHICLE,1300 0344,48,M,W,101,STREET,,,IC,Invest Cont,330,,,,5200    VINELAND                     AV,,34.1649,-118.3703
221204342,1/2/2022 0:00,1/2/2022 0:00,900,12,77th Street,1258,2,624,BATTERY - SIMPLE ASSAULT,0416 0361,0,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7600 S  BROADWAY,,33.9708,-118.2783
221914311,9/10/2022 0:00,9/1/2022 0:00,300,19,Mission,1987,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,59,F,F,101,STREET,,,IC,Invest Cont,331,,,,8700    MOONBEAM                     AV,,34.2296,-118.4429
220318932,10/23/2022 0:00,10/22/2022 0:00,1800,3,Southwest,374,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3800    ARLINGTON                    AV,,34.0183,-118.3182
220415734,11/27/2022 0:00,11/27/2022 0:00,1439,4,Hollenbeck,471,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,41,F,B,102,SIDEWALK,,,IC,Invest Cont,440,,,,MARENGO,STATE,34.036,-118.2242
222008780,4/6/2022 0:00,4/5/2022 0:00,1015,20,Olympic,2069,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1606,29,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,331,,,,1200    ARAPAHOE                     ST,,34.0491,-118.2854
221406774,3/1/2022 0:00,2/25/2022 0:00,2200,14,Pacific,1412,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,36,F,B,101,STREET,,,IC,Invest Cont,330,,,,PACIFIC,SUNSET,33.9937,-118.477
221225054,12/9/2022 0:00,12/2/2022 0:00,1,12,77th Street,1269,2,354,THEFT OF IDENTITY,0100 1822 0922,34,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,300 E  83RD                         ST,,33.9637,-118.2695
221808135,3/26/2022 0:00,3/25/2022 0:00,2130,18,Southeast,1802,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,90TH,MAIN,33.9546,-118.2739
221112780,8/17/2022 0:00,8/16/2022 0:00,2230,11,Northeast,1179,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 0913 1814,43,F,H,101,STREET,310,CONCRETE BLOCK/BRICK,AA,Adult Arrest,745,,,,100 E  AVENUE 39,,34.0912,-118.2111
221612623,9/22/2022 0:00,9/21/2022 0:00,2320,16,Foothill,1634,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 2004 1218 0913 1100 1822,44,F,H,158,TRANSIENT ENCAMPMENT,107,OTHER FIREARM,AO,Adult Other,230,998,,,11700    FOOTHILL                     BL,,34.2729,-118.3909
220511224,7/11/2022 0:00,7/1/2022 0:00,1645,5,Harbor,519,2,354,THEFT OF IDENTITY,922,31,F,H,406,OTHER STORE,,,IC,Invest Cont,354,,,,1600 E  CRUCES                       ST,,33.7936,-118.2437
220713974,9/8/2022 0:00,9/8/2022 0:00,1558,7,Wilshire,736,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0104 0344 1822 0325 0342,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,400 S  LA BREA                      AV,,34.0669,-118.3456
221515498,9/28/2022 0:00,9/28/2022 0:00,1830,15,N Hollywood,1591,1,330,BURGLARY FROM VEHICLE,1300 0344,52,F,W,101,STREET,,,IC,Invest Cont,330,,,,12300    VENTURA                      CT,,34.1433,-118.403
221515891,10/9/2022 0:00,10/9/2022 0:00,900,15,N Hollywood,1533,2,624,BATTERY - SIMPLE ASSAULT,0444 0561 0421 0337,51,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5700    GENTRY                       AV,,34.1738,-118.3933
220115806,7/5/2022 0:00,7/4/2022 0:00,1125,1,Central,162,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,28,M,A,101,STREET,,,IC,Invest Cont,331,,,,700 W  7TH                          ST,,34.048,-118.2577
222008422,4/13/2022 0:00,4/12/2022 0:00,1900,20,Olympic,2076,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NEW HAMPSHIRE                BL,PICO                         BL,34.0473,-118.2924
222019403,12/19/2022 0:00,12/19/2022 0:00,830,20,Olympic,2011,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0917 0431 1300,43,F,H,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,WESTERN                      AV,1ST                          ST,34.073,-118.3091
221415040,8/12/2022 0:00,8/12/2022 0:00,140,14,Pacific,1469,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 1218 1822,29,M,W,210,RESTAURANT/FAST FOOD,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,6900    LA TIJERA                    BL,,33.9761,-118.3732
